"index","expert_label","video_url","video_title","video_description","video_duration","fragment"
"25","graduation","https://www.youtube.com/watch?v=CezTw7kqm3Y","Mollie&#39;s Graduation Speech","Speech from Graduation. Class of &#39;09 Charge","179.0","0"
"26","graduation","https://www.youtube.com/watch?v=CezTw7kqm3Y","Mollie&#39;s Graduation Speech","Speech from Graduation. Class of &#39;09 Charge","179.0","2"
"27","graduation","https://www.youtube.com/watch?v=CezTw7kqm3Y","Mollie&#39;s Graduation Speech","Speech from Graduation. Class of &#39;09 Charge","179.0","4"
"28","graduation","https://www.youtube.com/watch?v=haXmy-KJYQY","Harshal Drexel Graduation - 4","Harshal Drexel Graduation - 4","27.0","0"
"29","graduation","https://www.youtube.com/watch?v=5qhPCAY78lE","MVI 0803","Graduation Day April 6, 2009","179.0","0"
"30","graduation","https://www.youtube.com/watch?v=5qhPCAY78lE","MVI 0803","Graduation Day April 6, 2009","179.0","2"
"31","graduation","https://www.youtube.com/watch?v=5qhPCAY78lE","MVI 0803","Graduation Day April 6, 2009","179.0","4"
"0","basketball","https://www.youtube.com/watch?v=HumNFFKmoxA","Dzej O O Retard plays basketball","","115.0","0"
"1","soccer","https://www.youtube.com/watch?v=K2qs1YgieAI","Soccer Games 11/5/09","","363.0","1"
"2","birthday","https://www.youtube.com/watch?v=SfaW_l1zzo4","Jason Hard rock Birthday","Jason gets called to the center of the restaurant for his happy birthday.","75.0","2"
"3","birthday","https://www.youtube.com/watch?v=AfLBV03kYWA","Happy Birthday Ariana!","Everyone singing Happy Birthday and Ariana blowing out a candle.","51.0","1"
"4","birthday","https://www.youtube.com/watch?v=AfLBV03kYWA","Happy Birthday Ariana!","Everyone singing Happy Birthday and Ariana blowing out a candle.","51.0","0"
"5","birthday","https://www.youtube.com/watch?v=AhSarUIgqp8","","","56.0","1"
"6","birthday","https://www.youtube.com/watch?v=AhSarUIgqp8","","","56.0","0"
"7","birthday","https://www.youtube.com/watch?v=7NL-7RLMRDk","Birthday Dinner 1","Ripley&#39;s first birthday dinner ... she loves spaghetti.","74.0","1"
"8","birthday","https://www.youtube.com/watch?v=7NL-7RLMRDk","Birthday Dinner 1","Ripley&#39;s first birthday dinner ... she loves spaghetti.","74.0","0"
"9","birthday","https://www.youtube.com/watch?v=UAPygfYIzgY","Care&#39;s 29th Birthday Dance","Care&#39;s 29th Birthday Dance","26.0","0"
"10","birthday","https://www.youtube.com/watch?v=JzsXVIPDjsM","neilsam&#39;s candle blowing","","91.0","0"
"11","birthday","https://www.youtube.com/watch?v=JzsXVIPDjsM","neilsam&#39;s candle blowing","","91.0","1"
"12","parade","https://www.youtube.com/watch?v=hODp9WMG5hA","Kobe Bryant Championship Parade @ Disneyland 2009","Kobe Bryant parade @ Disneyland 6-18-09","88.0","2"
"13","parade","https://www.youtube.com/watch?v=GfCZbr0LC2I","Javier Borego waving","Javier Borego waving to his father Galo at the mexican revolution parade, november 2009, Zacatecas, Mexico","29.0","0"
"14","parade","https://www.youtube.com/watch?v=0qWV7-al7iA","MVI_0795.AVI","Saints Super Bowl victory parade, Tuesday, February 9, 2010, New Orleans","24.0","0"
"15","parade","https://www.youtube.com/watch?v=NG-0YiAt254","Christmas Parade Dec 8th 09 part 5","","435.0","3"
"16","parade","https://www.youtube.com/watch?v=NG-0YiAt254","Christmas Parade Dec 8th 09 part 5","","435.0","7"
"17","parade","https://www.youtube.com/watch?v=NG-0YiAt254","Christmas Parade Dec 8th 09 part 5","","435.0","11"
"18","parade","https://www.youtube.com/watch?v=H2FiHzksWpc","MVI_0738.MOV","The Kimball&#39;s super bowl party parade!!!","26.0","0"
"19","parade","https://www.youtube.com/watch?v=NLEmQzG3lMs","Clarksburg High School Marching Band at the 2009 Gaithersburg Labor Day Parade","Clarksburg High School Marching Band at the 2009 Gaithersburg Labor Day Parade","48.0","1"
"20","parade","https://www.youtube.com/watch?v=NLEmQzG3lMs","Clarksburg High School Marching Band at the 2009 Gaithersburg Labor Day Parade","Clarksburg High School Marching Band at the 2009 Gaithersburg Labor Day Parade","48.0","0"
"21","parade","https://www.youtube.com/watch?v=91JYIOVlJNI","501st at the Fiesta Bowl parADE","The Dune Sea garrison marches at the fiesta bowl parade.","61.0","1"
"22","parade","https://www.youtube.com/watch?v=91JYIOVlJNI","501st at the Fiesta Bowl parADE","The Dune Sea garrison marches at the fiesta bowl parade.","61.0","0"
"23","parade","https://www.youtube.com/watch?v=JqTQALVJ1Qk","Disney Parade 4","","193.0","1"
"24","graduation","https://www.youtube.com/watch?v=k7DSEbd8CHM","yetkin zeybek London Metropolitan University graduation ceramony","finally he made it!!!","128.0","0"
"25","graduation","https://www.youtube.com/watch?v=k7DSEbd8CHM","yetkin zeybek London Metropolitan University graduation ceramony","finally he made it!!!","128.0","2"
"26","graduation","https://www.youtube.com/watch?v=k7DSEbd8CHM","yetkin zeybek London Metropolitan University graduation ceramony","finally he made it!!!","128.0","4"
"27","graduation","https://www.youtube.com/watch?v=BTYvoglrj1Q","My graduation # 1","","35.0","0"
"28","graduation","https://www.youtube.com/watch?v=GeV_ggzaBeI","Cy Flores Graduation Speech","Graduation Speech","52.0","1"
"29","graduation","https://www.youtube.com/watch?v=GeV_ggzaBeI","Cy Flores Graduation Speech","Graduation Speech","52.0","0"
"30","graduation","https://www.youtube.com/watch?v=lJFHRfCmn0A","The Valedictorian&#39;s speech","Am&#39;s valedictory speech during her culinary school graduation. September 2, 2009","26.0","0"
"31","graduation","https://www.youtube.com/watch?v=lTX3M-g77ss","Thunderbird Graduation: Erika, Nathan and Brian Receiving Degrees","","81.0","1"
"0","basketball","https://www.youtube.com/watch?v=HumNFFKmoxA","Dzej O O Retard plays basketball","","115.0","1"
"1","soccer","https://www.youtube.com/watch?v=K2qs1YgieAI","Soccer Games 11/5/09","","363.0","5"
"2","birthday","https://www.youtube.com/watch?v=JzsXVIPDjsM","neilsam&#39;s candle blowing","","91.0","3"
"3","birthday","https://www.youtube.com/watch?v=FAEaGsbSMog","jenny&#39;s birthday dinner!","singing happy birthday to jenny.","21.0","0"
"4","birthday","https://www.youtube.com/watch?v=MfD5MBi7t04","nick&#39;s birthday at school","nicks birthday at school","81.0","1"
"5","birthday","https://www.youtube.com/watch?v=MfD5MBi7t04","nick&#39;s birthday at school","nicks birthday at school","81.0","0"
"6","birthday","https://www.youtube.com/watch?v=MfD5MBi7t04","nick&#39;s birthday at school","nicks birthday at school","81.0","2"
"7","birthday","https://www.youtube.com/watch?v=1leoLZnfQiE","happy birthday joe","road house","34.0","0"
"8","birthday","https://www.youtube.com/watch?v=6Dc8CWUekps","Grady&#39;s First Birthday #1","","47.0","1"
"9","birthday","https://www.youtube.com/watch?v=6Dc8CWUekps","Grady&#39;s First Birthday #1","","47.0","0"
"10","birthday","https://www.youtube.com/watch?v=6sLCaUXaF3U","Doug&#39;s 40th Birthday","Birthday cake","46.0","1"
"11","birthday","https://www.youtube.com/watch?v=6sLCaUXaF3U","Doug&#39;s 40th Birthday","Birthday cake","46.0","0"
"12","parade","https://www.youtube.com/watch?v=JqTQALVJ1Qk","Disney Parade 4","","193.0","3"
"13","parade","https://www.youtube.com/watch?v=JqTQALVJ1Qk","Disney Parade 4","","193.0","5"
"14","parade","https://www.youtube.com/watch?v=ESPz6k4kLfY","Japan Electrical parade 10 of 22 MVI 5571","","18.0","0"
"15","parade","https://www.youtube.com/watch?v=IiR0z6vHtd4","","","92.0","0"
"16","parade","https://www.youtube.com/watch?v=IiR0z6vHtd4","","","92.0","1"
"17","parade","https://www.youtube.com/watch?v=IiR0z6vHtd4","","","92.0","3"
"18","parade","https://www.youtube.com/watch?v=9hFZOjJxcws","MVI 2242","Kayla&#39;s pre-school holloween parade (part2)","376.0","1"
"19","parade","https://www.youtube.com/watch?v=9hFZOjJxcws","MVI 2242","Kayla&#39;s pre-school holloween parade (part2)","376.0","5"
"20","parade","https://www.youtube.com/watch?v=9hFZOjJxcws","MVI 2242","Kayla&#39;s pre-school holloween parade (part2)","376.0","9"
"21","parade","https://www.youtube.com/watch?v=LZyhABgQQHE","MVI 4786","Puerto Rican Day Parade 2009","55.0","1"
"22","parade","https://www.youtube.com/watch?v=LZyhABgQQHE","MVI 4786","Puerto Rican Day Parade 2009","55.0","0"
"23","parade","https://www.youtube.com/watch?v=bpb12Q_YrAY","The Parade","2009 Point Lookout New York 4 of July Parade part 2","62.0","1"
"24","graduation","https://www.youtube.com/watch?v=lTX3M-g77ss","Thunderbird Graduation: Erika, Nathan and Brian Receiving Degrees","","81.0","0"
"25","graduation","https://www.youtube.com/watch?v=lTX3M-g77ss","Thunderbird Graduation: Erika, Nathan and Brian Receiving Degrees","","81.0","2"
"26","graduation","https://www.youtube.com/watch?v=bJrsMYi1Zpo","Graduation Day","Before ceremony, waiting for the congregation to begin. Congregation delayed by 20 minutes nearly.","86.0","1"
"27","graduation","https://www.youtube.com/watch?v=bJrsMYi1Zpo","Graduation Day","Before ceremony, waiting for the congregation to begin. Congregation delayed by 20 minutes nearly.","86.0","0"
"28","graduation","https://www.youtube.com/watch?v=bJrsMYi1Zpo","Graduation Day","Before ceremony, waiting for the congregation to begin. Congregation delayed by 20 minutes nearly.","86.0","2"
"29","graduation","https://www.youtube.com/watch?v=eYTONj006co","MVI 2965","Ryan Graduation Kinderprep","52.0","1"
"30","graduation","https://www.youtube.com/watch?v=eYTONj006co","MVI 2965","Ryan Graduation Kinderprep","52.0","0"
"31","graduation","https://www.youtube.com/watch?v=LTr38buy8K8","my graduation","","193.0","1"
"0","basketball","https://www.youtube.com/watch?v=HumNFFKmoxA","Dzej O O Retard plays basketball","","115.0","3"
"1","soccer","https://www.youtube.com/watch?v=K2qs1YgieAI","Soccer Games 11/5/09","","363.0","9"
"2","birthday","https://www.youtube.com/watch?v=NKgtpY-CvJs","MVI_0884.AVI","singing happy birthday in the disneyland store","18.0","0"
"3","birthday","https://www.youtube.com/watch?v=7BUulSzdosI","Seby 7th Birthday -- Blowing out the candles","","35.0","0"
"4","birthday","https://www.youtube.com/watch?v=EWbDQ-B13jE","Operatic &quot;Happy Birthday&quot;","He decided to be silly while singing to Papa. Syd joins him.","38.0","0"
"5","birthday","https://www.youtube.com/watch?v=F8FEJAZeftY","MVI_1329.AVI","this is the cake cutting celebration of the golden wedding anniversary.....","43.0","0"
"6","birthday","https://www.youtube.com/watch?v=8K8fibQ4SqA","Baidyns 2nd Birthday!","Baidyns 2nd birthday which we held at the park.","31.0","0"
"7","birthday","https://www.youtube.com/watch?v=CqydtPOgpsM","Birthday Presents!","Adam opens birthday puzzles","50.0","1"
"8","birthday","https://www.youtube.com/watch?v=CqydtPOgpsM","Birthday Presents!","Adam opens birthday puzzles","50.0","0"
"9","birthday","https://www.youtube.com/watch?v=NuNiTDikCyw","Happy Birthday Sarah 2010","the second of what I hope will be a riDICulously long line of birthday wishes for Squarah","35.0","0"
"10","birthday","https://www.youtube.com/watch?v=PgHkyV4qacE","Birthday Balloon","Video taken 2-8-10","232.0","0"
"11","birthday","https://www.youtube.com/watch?v=PgHkyV4qacE","Birthday Balloon","Video taken 2-8-10","232.0","3"
"12","parade","https://www.youtube.com/watch?v=bpb12Q_YrAY","The Parade","2009 Point Lookout New York 4 of July Parade part 2","62.0","0"
"13","parade","https://www.youtube.com/watch?v=NfLC2ZkZD5Q","MVI 3025","St. Chartier July 16, 2006 Parade of Traditional musicians. This parade marks the end of the fete at St. Chartier for the day.","162.0","0"
"14","parade","https://www.youtube.com/watch?v=NfLC2ZkZD5Q","MVI 3025","St. Chartier July 16, 2006 Parade of Traditional musicians. This parade marks the end of the fete at St. Chartier for the day.","162.0","2"
"15","parade","https://www.youtube.com/watch?v=NfLC2ZkZD5Q","MVI 3025","St. Chartier July 16, 2006 Parade of Traditional musicians. This parade marks the end of the fete at St. Chartier for the day.","162.0","4"
"16","parade","https://www.youtube.com/watch?v=hPQo2No3G7Y","LA Unified Horns - Rose Parade 2010 #1","","28.0","0"
"17","parade","https://www.youtube.com/watch?v=CQwUHpPLr-4","MVI 1293","this marching group at the DC 4th parade had a lot of fans","29.0","0"
"18","parade","https://www.youtube.com/watch?v=6-rZbMNYSak","first parade on saint superbowl sunday","","38.0","0"
"19","parade","https://www.youtube.com/watch?v=K_0ydWtyuNQ","bmw parade estonia 2009","bmw parade in estonia 2009","56.0","1"
"20","parade","https://www.youtube.com/watch?v=K_0ydWtyuNQ","bmw parade estonia 2009","bmw parade in estonia 2009","56.0","0"
"21","parade","https://www.youtube.com/watch?v=nURn8f0jeuc","bacchus parade 2010 (w/drew breese)","","34.0","0"
"22","parade","https://www.youtube.com/watch?v=6N1PuUMaAPc","Spectro Parade, Magic Kingdom (2/3) July 09","Getting into the Little Mermaid bit of the Parade","139.0","0"
"23","parade","https://www.youtube.com/watch?v=6N1PuUMaAPc","Spectro Parade, Magic Kingdom (2/3) July 09","Getting into the Little Mermaid bit of the Parade","139.0","2"
"24","graduation","https://www.youtube.com/watch?v=LTr38buy8K8","my graduation","","193.0","3"
"25","graduation","https://www.youtube.com/watch?v=LTr38buy8K8","my graduation","","193.0","5"
"26","graduation","https://www.youtube.com/watch?v=gG0tqkJtz2A","Abby&#39;s College Graduation Speech","My speech as the Honor Student Speaker at my college graduation.","483.0","2"
"27","graduation","https://www.youtube.com/watch?v=gG0tqkJtz2A","Abby&#39;s College Graduation Speech","My speech as the Honor Student Speaker at my college graduation.","483.0","7"
"28","graduation","https://www.youtube.com/watch?v=gG0tqkJtz2A","Abby&#39;s College Graduation Speech","My speech as the Honor Student Speaker at my college graduation.","483.0","12"
"29","graduation","https://www.youtube.com/watch?v=eVmBsmvOKxw","Ryo graduation in CSLI","","47.0","1"
"30","graduation","https://www.youtube.com/watch?v=eVmBsmvOKxw","Ryo graduation in CSLI","","47.0","0"
"31","graduation","https://www.youtube.com/watch?v=JtNcEyQUPmo","2009 MBA Graduation in ODU","","42.0","0"
"0","basketball","https://www.youtube.com/watch?v=Aufr5TY_o7g","Youth Basketball Practice 02-01-10","","221.0","0"
"1","soccer","https://www.youtube.com/watch?v=MbDWY4GVIyg","Tiffany Kicking The Soccer Ball She is So Mean.!","He Hit Me(lisamarie) ]]:","24.0","0"
"2","birthday","https://www.youtube.com/watch?v=PgHkyV4qacE","Birthday Balloon","Video taken 2-8-10","232.0","6"
"3","birthday","https://www.youtube.com/watch?v=-Ke7s03UGRU","Dad&#39;s Birthday Cake!","","26.0","0"
"4","birthday","https://www.youtube.com/watch?v=AHVR5XZVZEQ","Oliver&#39;s 1st birthday.AVI","","36.0","0"
"5","birthday","https://www.youtube.com/watch?v=EuSZMuQRjBc","Trey&#39;s 18th Birthday","Party time on Lake George for Trey&#39;s 18th birthday!!!!!","15.0","0"
"6","parade","https://www.youtube.com/watch?v=6N1PuUMaAPc","Spectro Parade, Magic Kingdom (2/3) July 09","Getting into the Little Mermaid bit of the Parade","139.0","4"
"7","parade","https://www.youtube.com/watch?v=7L8Hkkd6V2w","Joe&Brian Studio Percussion UF Homecoming parade","UF Homecoming Parade.","69.0","1"
"8","parade","https://www.youtube.com/watch?v=7L8Hkkd6V2w","Joe&Brian Studio Percussion UF Homecoming parade","UF Homecoming Parade.","69.0","0"
"9","parade","https://www.youtube.com/watch?v=cyPUw8mEvnI","LA Unified Horns - Rose Parade 2010 #3","","22.0","0"
"10","parade","https://www.youtube.com/watch?v=nYypy0pezdI","Parade Magic Kingdom -1","","139.0","0"
"11","parade","https://www.youtube.com/watch?v=nYypy0pezdI","Parade Magic Kingdom -1","","139.0","1"
"12","parade","https://www.youtube.com/watch?v=nYypy0pezdI","Parade Magic Kingdom -1","","139.0","3"
"13","parade","https://www.youtube.com/watch?v=jHqkHVYQbis","Isahaya Fireman&#39;s Parade","","69.0","1"
"14","parade","https://www.youtube.com/watch?v=jHqkHVYQbis","Isahaya Fireman&#39;s Parade","","69.0","0"
"15","parade","https://www.youtube.com/watch?v=HTrpcI3p5TQ","LAKER PARADE 2009","LAKERS 2009 PARADE","94.0","0"
"16","parade","https://www.youtube.com/watch?v=HTrpcI3p5TQ","LAKER PARADE 2009","LAKERS 2009 PARADE","94.0","1"
"17","parade","https://www.youtube.com/watch?v=HTrpcI3p5TQ","LAKER PARADE 2009","LAKERS 2009 PARADE","94.0","3"
"18","graduation","https://www.youtube.com/watch?v=DiK8-i9xqRk","Andrew and Nicole May 2009 Preschool Graduation 2","Andrew and Nicole May 2009 Preschool Graduation 2","59.0","1"
"19","graduation","https://www.youtube.com/watch?v=DiK8-i9xqRk","Andrew and Nicole May 2009 Preschool Graduation 2","Andrew and Nicole May 2009 Preschool Graduation 2","59.0","0"
"20","graduation","https://www.youtube.com/watch?v=gw5D2csfXrg","MVI 2181","Pre-school Graduation/ diploma&#39;s","82.0","1"
"21","graduation","https://www.youtube.com/watch?v=gw5D2csfXrg","MVI 2181","Pre-school Graduation/ diploma&#39;s","82.0","0"
"22","graduation","https://www.youtube.com/watch?v=gw5D2csfXrg","MVI 2181","Pre-school Graduation/ diploma&#39;s","82.0","2"
"23","graduation","https://www.youtube.com/watch?v=Jf2iZ0R9aWQ","Harshal Drexel Graduation - 2","Harshal Drexel Graduation - 2","42.0","0"
"24","graduation","https://www.youtube.com/watch?v=gVkPA-mawJw","Graduation","","96.0","0"
"25","graduation","https://www.youtube.com/watch?v=gVkPA-mawJw","Graduation","","96.0","1"
"12","Graduation,MusicPerformance","https://www.youtube.com/watch?v=agLagKOzZxI","","","25.0","0"
"29","Graduation","https://www.youtube.com/watch?v=C0S_aXEgYz4","","","9.0","0"
"87","Parade","https://www.youtube.com/watch?v=IWx-obdI0G0","","","13.0","0"
"18","Graduation,MusicPerformance","https://www.youtube.com/watch?v=DTXsNB9JskA","","","46.0","0"
"76","Parade","https://www.youtube.com/watch?v=3j5QXvVLU_Q","","","12.0","0"
"75","Parade","https://www.youtube.com/watch?v=1HHq1L7S7Nc","","","9.0","0"
"35","Graduation,NonMusicPerformance","https://www.youtube.com/watch?v=gRYKBeyhGrk","","","166.0","4"
"67","MusicPerformance,Parade","https://www.youtube.com/watch?v=JHiBeSA9nT0","","","120.0","2"
"41","Graduation,MusicPerformance","https://www.youtube.com/watch?v=HtgOJp_D3cs","","","254.0","4"
"3","Graduation","https://www.youtube.com/watch?v=08TdPg85PeU","","","9.0","0"
"61","Birthday,MusicPerformance","https://www.youtube.com/watch?v=8kF2hm9GLOU","","","55.0","0"
"1","Baseball,Parade","https://www.youtube.com/watch?v=NJbFEHjEPx0","","","27.0","0"
"82","Parade","https://www.youtube.com/watch?v=Fc5Jf0uAX5U","","","210.0","1"
"36","Graduation","https://www.youtube.com/watch?v=HB2BQJ44is0","","","103.0","0"
"55","Graduation,MusicPerformance","https://www.youtube.com/watch?v=NKdNUKo6IaA","","","113.0","2"
"19","Graduation,MusicPerformance","https://www.youtube.com/watch?v=cMExBX3jX28","","","105.0","0"
"30","Graduation","https://www.youtube.com/watch?v=ej-L6fCo5CY","","","12.0","0"
"90","Parade","https://www.youtube.com/watch?v=lCnMkzQTZqY","","","14.0","0"
"80","Parade","https://www.youtube.com/watch?v=EN7z2rf9p2s","","","13.0","0"
"5","Graduation","https://www.youtube.com/watch?v=3_P-RqImL0U","","","8.0","0"
"22","Graduation,MusicPerformance","https://www.youtube.com/watch?v=cMkGbmChi34","","","412.0","2"
"51","Graduation,Parade","https://www.youtube.com/watch?v=mMSwu3qsjUI","","","23.0","0"
"86","Parade","https://www.youtube.com/watch?v=iAbaXnQfeZ4","","","9.0","0"
"2","Graduation,NonMusicPerformance","https://www.youtube.com/watch?v=7KAGczZPstI","","","40.0","0"
"33","Graduation,NonMusicPerformance","https://www.youtube.com/watch?v=gRYKBeyhGrk","","","166.0","0"
"71","NonMusicPerformance,Parade","https://www.youtube.com/watch?v=G8j05qm8MsU","","","91.0","0"
"48","Graduation,NonMusicPerformance","https://www.youtube.com/watch?v=koipnmlOwCk","","","58.0","0"
"49","Graduation","https://www.youtube.com/watch?v=ks1X-8ve3iQ","","","13.0","0"
"68","MusicPerformance,Parade","https://www.youtube.com/watch?v=JHiBeSA9nT0","","","120.0","3"
"0","Baseball,Birthday","https://www.youtube.com/watch?v=9ang0AFQXN4","","","15.0","0"
"85","Parade","https://www.youtube.com/watch?v=GetntNP9c-E","","","12.0","0"
"91","Parade","https://www.youtube.com/watch?v=LyH5xjsyufI","","","7.0","0"
"62","Birthday","https://www.youtube.com/watch?v=DA_6cFbsCys","","","12.0","0"
"54","Graduation,MusicPerformance","https://www.youtube.com/watch?v=NKdNUKo6IaA","","","113.0","1"
"89","Parade","https://www.youtube.com/watch?v=KA7nfbJ7a-k","","","14.0","0"
"43","Graduation,MusicPerformance","https://www.youtube.com/watch?v=J_ixWZP-epo","","","45.0","0"
"70","NonMusicPerformance,Parade","https://www.youtube.com/watch?v=7qujRXofUQ0","","","32.0","0"
"10","Graduation,MusicPerformance","https://www.youtube.com/watch?v=ay3pgIAW1yg","","","77.0","0"
"9","Graduation","https://www.youtube.com/watch?v=AVVXC5NA17w","","","14.0","0"
"28","Graduation,MusicPerformance","https://www.youtube.com/watch?v=DazCC1aw5SA","","","142.0","3"
"83","Parade","https://www.youtube.com/watch?v=Fc5Jf0uAX5U","","","210.0","3"
"11","Graduation,MusicPerformance","https://www.youtube.com/watch?v=ay3pgIAW1yg","","","77.0","1"
"26","Graduation,MusicPerformance","https://www.youtube.com/watch?v=DazCC1aw5SA","","","142.0","0"
"63","Birthday","https://www.youtube.com/watch?v=TmT0hAKYfzk","","","11.0","0"
"73","NonMusicPerformance,Parade","https://www.youtube.com/watch?v=G8j05qm8MsU","","","91.0","2"
"72","NonMusicPerformance,Parade","https://www.youtube.com/watch?v=G8j05qm8MsU","","","91.0","1"
"74","Parade","https://www.youtube.com/watch?v=3uzidn2FrIY","","","12.0","0"
"50","Graduation,MusicPerformance","https://www.youtube.com/watch?v=lxMFyD2Cff8","","","33.0","0"
"37","Graduation","https://www.youtube.com/watch?v=HB2BQJ44is0","","","103.0","1"
"93","Parade","https://www.youtube.com/watch?v=PqlrUtrUKqI","","","24.0","0"
"53","Graduation,MusicPerformance","https://www.youtube.com/watch?v=NKdNUKo6IaA","","","113.0","0"
"81","Parade","https://www.youtube.com/watch?v=F51kAFYZmfk","","","13.0","0"
"6","Graduation,MusicPerformance","https://www.youtube.com/watch?v=6t_rVeKcW3g","","","143.0","0"
"46","Graduation,NonMusicPerformance","https://www.youtube.com/watch?v=lAi6NiKLQrw","","","73.0","0"
"78","Parade","https://www.youtube.com/watch?v=anHha-LGhls","","","10.0","0"
"88","Parade","https://www.youtube.com/watch?v=jSYK7tLQY-o","","","9.0","0"
"16","Graduation","https://www.youtube.com/watch?v=bY2w_xCTMC4","","","79.0","0"
"47","Graduation,NonMusicPerformance","https://www.youtube.com/watch?v=lAi6NiKLQrw","","","73.0","1"
"58","Birthday,MusicPerformance","https://www.youtube.com/watch?v=6AipAeLEIvA","","","126.0","0"
"57","Birthday","https://www.youtube.com/watch?v=0V-WxkbYt-M","","","7.0","0"
"21","Graduation,MusicPerformance","https://www.youtube.com/watch?v=cMExBX3jX28","","","105.0","2"
"45","Graduation","https://www.youtube.com/watch?v=juqCgUYaxsg","","","20.0","0"
"92","Parade","https://www.youtube.com/watch?v=NjKzbMSlqO4","","","9.0","0"
"39","Graduation","https://www.youtube.com/watch?v=hBNmN85kq4w","","","11.0","0"
"17","Graduation","https://www.youtube.com/watch?v=bY2w_xCTMC4","","","79.0","1"
"38","Graduation","https://www.youtube.com/watch?v=HB2BQJ44is0","","","103.0","2"
"59","Birthday,MusicPerformance","https://www.youtube.com/watch?v=6AipAeLEIvA","","","126.0","2"
"66","MusicPerformance,Parade","https://www.youtube.com/watch?v=JHiBeSA9nT0","","","120.0","0"
"15","Graduation","https://www.youtube.com/watch?v=bokMaUVQO40","","","11.0","0"
"69","NonMusicPerformance,Parade","https://www.youtube.com/watch?v=7QqTp2NjD84","","","37.0","0"
"27","Graduation,MusicPerformance","https://www.youtube.com/watch?v=DazCC1aw5SA","","","142.0","2"
"23","Graduation,MusicPerformance","https://www.youtube.com/watch?v=cMkGbmChi34","","","412.0","6"
"84","Parade","https://www.youtube.com/watch?v=Fc5Jf0uAX5U","","","210.0","5"
"42","Graduation,MusicPerformance","https://www.youtube.com/watch?v=HtgOJp_D3cs","","","254.0","6"
"56","Graduation,MusicPerformance","https://www.youtube.com/watch?v=Ny460iD22QA","","","53.0","0"
"34","Graduation,NonMusicPerformance","https://www.youtube.com/watch?v=gRYKBeyhGrk","","","166.0","2"
"77","Parade","https://www.youtube.com/watch?v=99K-C20xmMM","","","11.0","0"
"60","Birthday,MusicPerformance","https://www.youtube.com/watch?v=6AipAeLEIvA","","","126.0","3"
"40","Graduation,MusicPerformance","https://www.youtube.com/watch?v=HtgOJp_D3cs","","","254.0","1"
"4","Graduation,MusicPerformance","https://www.youtube.com/watch?v=1KeWGM_rapM","","","43.0","0"
"31","Graduation","https://www.youtube.com/watch?v=eLq543n5uJY","","","9.0","0"
"65","MusicPerformance,Parade","https://www.youtube.com/watch?v=hwLkgLAmN3Y","","","25.0","0"
"44","Graduation","https://www.youtube.com/watch?v=iHxMZNFGI8Y","","","14.0","0"
"8","Graduation,MusicPerformance","https://www.youtube.com/watch?v=6t_rVeKcW3g","","","143.0","3"
"25","Graduation","https://www.youtube.com/watch?v=cRADlL0D-Z4","","","12.0","0"
"64","Birthday","https://www.youtube.com/watch?v=Uv0ZNjj2acM","","","9.0","0"
"20","Graduation,MusicPerformance","https://www.youtube.com/watch?v=cMExBX3jX28","","","105.0","1"
"52","Graduation,MusicPerformance","https://www.youtube.com/watch?v=mNBdJvcXzxA","","","27.0","0"
"7","Graduation,MusicPerformance","https://www.youtube.com/watch?v=6t_rVeKcW3g","","","143.0","2"
"13","Graduation,MusicPerformance","https://www.youtube.com/watch?v=B9bcJeSu4PU","","","81.0","0"
"14","Graduation,MusicPerformance","https://www.youtube.com/watch?v=B9bcJeSu4PU","","","81.0","1"
"79","Parade","https://www.youtube.com/watch?v=BPCe_k1LJr4","","","9.0","0"
"24","Graduation,MusicPerformance","https://www.youtube.com/watch?v=cMkGbmChi34","","","412.0","10"
"32","Graduation,MusicPerformance","https://www.youtube.com/watch?v=fEzM2Eqh8PQ","","","45.0","0"
"172","Birthday","https://www.youtube.com/watch?v=8i9HCXTj7kM","","","164.0","2"
"492","Birthday","https://www.youtube.com/watch?v=q_1NgNkW-3I","","","9.0","0"
"762","Parade","https://www.youtube.com/watch?v=ZqunfYYmVzY","","","62.0","0"
"456","Birthday,WeddingReception","https://www.youtube.com/watch?v=k5v0BezWovo","","","75.0","1"
"566","Parade","https://www.youtube.com/watch?v=ox2IpY5t4uA","","","61.0","1"
"351","Birthday","https://www.youtube.com/watch?v=VhSc-1yy5rg","","","9.0","0"
"96","Parade","https://www.youtube.com/watch?v=21OowSIl2wo","","","9.0","0"
"630","Parade","https://www.youtube.com/watch?v=vtje2fL0rAU","","","114.0","1"
"540","Birthday","https://www.youtube.com/watch?v=ziopemxpl6w","","","62.0","1"
"13","Parade","https://www.youtube.com/watch?v=-qS8FbH1TT8","","","12.0","0"
"136","Birthday","https://www.youtube.com/watch?v=6RXy6Irg47I","","","134.0","2"
"688","Parade","https://www.youtube.com/watch?v=ykhTAGh4jbc","","","91.0","0"
"158","Graduation","https://www.youtube.com/watch?v=7UEgWPvPibg","","","99.0","1"
"265","Graduation","https://www.youtube.com/watch?v=ssY0aD5DQ68","","","131.0","0"
"298","Graduation","https://www.youtube.com/watch?v=y5n65IA7L_4","","","82.0","0"
"5","Graduation","https://www.youtube.com/watch?v=3xzA0_48Oag","","","68.0","0"
"487","Birthday","https://www.youtube.com/watch?v=pqRL6IYsMiE","","","133.0","2"
